54.80004,5.89E-05,0,-1.37E-01
54.80104,6.05E-05,0.001,2.40E-02
54.80204,6.19E-05,0.002,1.58E-01
54.80304,6.24E-05,0.003,2.05E-01
54.80404,6.07E-05,0.004,4.20E-02
54.80504,6.12E-05,0.005,8.50E-02
54.80604,6.19E-05,0.006,1.60E-01
54.80704,6.18E-05,0.007,1.49E-01
54.80804,6.03E-05,0.008,8.35E-04
54.80904,6.03E-05,0.009,-4.50E-03
54.81004,6.14E-05,0.01,1.10E-01
54.81104,6.07E-05,0.011,4.12E-02
54.81204,6.03E-05,0.012,2.32E-03
54.81304,6.20E-05,0.013,1.71E-01
54.81404,6.11E-05,0.014,8.06E-02
54.81504,6.14E-05,0.015,1.13E-01
54.81604,6.10E-05,0.016,6.61E-02
54.81704,6.00E-05,0.017,-2.50E-02
54.81804,6.01E-05,0.018,-1.87E-02
54.81904,5.99E-05,0.019,-4.16E-02
54.82004,6.16E-05,0.02,1.31E-01
54.82104,6.27E-05,0.021,2.37E-01
54.82204,6.18E-05,0.022,1.54E-01
54.82304,6.09E-05,0.023,5.84E-02
54.82404,6.11E-05,0.024,7.64E-02
54.82504,6.22E-05,0.025,1.92E-01
54.82604,6.19E-05,0.026,1.59E-01
54.82704,5.95E-05,0.027,-7.95E-02
54.82804,6.10E-05,0.028,7.08E-02
54.82904,6.47E-05,0.029,4.37E-01
54.83004,6.19E-05,0.03,1.59E-01
54.83104,6.47E-05,0.031,4.41E-01
54.83204,6.43E-05,0.032,4.01E-01
54.83304,6.08E-05,0.033,5.24E-02
54.83404,6.40E-05,0.034,3.65E-01
54.83504,6.53E-05,0.035,4.98E-01
54.83604,6.43E-05,0.036,3.94E-01
54.83704,6.32E-05,0.037,2.87E-01
54.83804,6.60E-05,0.038,5.70E-01
54.83904,6.64E-05,0.039,6.11E-01
54.84004,6.74E-05,0.04,7.05E-01
54.84104,6.69E-05,0.041,6.57E-01
54.84204,6.58E-05,0.042,5.43E-01
54.84304,6.67E-05,0.043,6.38E-01
54.84404,6.59E-05,0.044,5.57E-01
54.84504,6.55E-05,0.045,5.18E-01
54.84604,6.39E-05,0.046,3.60E-01
54.84704,5.14E-05,0.047,-8.85E-01
54.84804,3.14E-05,0.048,-2.88E+00
54.84904,5.94E-05,0.049,-9.31E-02
54.85004,3.87E-05,0.05,-2.15E+00
54.85104,3.94E-05,0.051,-2.08E+00
54.85204,5.98E-05,0.052,-4.51E-02
54.85304,3.10E-05,0.053,-2.91E+00
54.85404,5.09E-05,0.054,-9.37E-01
54.85504,0.000113,0.055,5.242560079
54.85604,8.17E-05,0.056,2.12E+00
54.85704,2.26E-05,0.057,-3.75E+00
54.85804,5.74E-05,0.058,-2.88E-01
54.85904,0.000106,0.059,4.546242198
54.86004,8.10E-05,0.06,2.05E+00
54.86104,3.94E-05,0.061,-2.08E+00
54.86204,4.53E-05,0.062,-1.49E+00
54.86304,6.50E-05,0.063,4.72E-01
54.86404,6.05E-05,0.064,1.89E-02
54.86504,5.22E-05,0.065,-8.10E-01
54.86604,6.68E-05,0.066,6.43E-01
54.86704,7.82E-05,0.067,1.78E+00
54.86804,5.57E-05,0.068,-4.55E-01
54.86904,5.14E-05,0.069,-8.84E-01
54.87004,6.50E-05,0.07,4.72E-01
54.87104,6.86E-05,0.071,8.29E-01
54.87204,6.10E-05,0.072,7.20E-02
54.87304,6.44E-05,0.073,4.03E-01
54.87404,6.16E-05,0.074,1.33E-01
54.87504,5.78E-05,0.075,-2.52E-01
54.87604,6.08E-05,0.076,4.92E-02
54.87704,6.76E-05,0.077,7.31E-01
54.87804,6.43E-05,0.078,3.96E-01
54.87904,5.95E-05,0.079,-7.45E-02
54.88004,5.98E-05,0.08,-5.28E-02
54.88104,6.40E-05,0.081,3.67E-01
54.88204,6.35E-05,0.082,3.18E-01
54.88304,6.42E-05,0.083,3.91E-01
54.88404,6.54E-05,0.084,5.08E-01
54.88504,6.17E-05,0.085,1.37E-01
54.88604,6.27E-05,0.086,2.43E-01
54.88704,6.67E-05,0.087,6.33E-01
54.88804,6.51E-05,0.088,4.80E-01
54.88904,6.34E-05,0.089,3.06E-01
54.89004,6.37E-05,0.09,3.41E-01
54.89104,6.18E-05,0.091,1.47E-01
54.89204,6.45E-05,0.092,4.15E-01
54.89304,6.67E-05,0.093,6.39E-01
54.89404,6.79E-05,0.094,7.61E-01
54.89504,6.26E-05,0.095,2.32E-01
54.89604,6.25E-05,0.096,2.18E-01
54.89704,6.89E-05,0.097,8.56E-01
54.89804,6.99E-05,0.098,9.53E-01
54.89904,6.88E-05,0.099,8.50E-01
54.90004,6.50E-05,0.1,4.68E-01
54.90104,6.68E-05,0.101,6.49E-01
54.90204,6.74E-05,0.102,7.05E-01
54.90304,7.33E-05,0.103,1.29E+00
54.90404,9.52E-05,0.104,3.47E+00
54.90504,0.000122,0.105,6.137825926
54.90604,0.000204,0.106,14.29469253
54.90704,0.00019,0.107,12.90205677
54.90804,0.000151,0.108,9.022571433
54.90904,0.000262,0.109,20.06418355
54.91004,0.000311,0.11,24.93840871
54.91104,0.000423,0.111,36.07949481
54.91204,0.000296,0.112,23.44629897
54.91304,0.000284,0.113,22.25261117
54.91404,0.000257,0.114,19.56681363
54.91504,0.000233,0.115,17.17943804
54.91604,0.000251,0.116,18.96996973
54.91704,0.000249,0.117,18.77102177
54.91804,0.000235,0.118,17.37838601
54.91904,0.000229,0.119,16.78154211
54.92004,0.00023,0.12,16.88101609
54.92104,0.000239,0.121,17.77628194
54.92204,0.000244,0.122,18.27365185
54.92304,0.000254,0.123,19.26839168
54.92404,0.000267,0.124,20.56155346
54.92504,0.000276,0.125,21.45681931
54.92604,0.000284,0.126,22.25261117
54.92704,0.000292,0.127,23.04840304
54.92804,0.000303,0.128,24.14261685
54.92904,0.00031,0.129,24.83893473
54.93004,0.00032,0.13,25.83367456
54.93104,0.000328,0.131,26.62946642
54.93204,0.000336,0.132,27.42525829
54.93304,0.000354,0.133,29.21578998
54.93404,0.000364,0.134,30.21052981
54.93504,0.000377,0.135,31.50369159
54.93604,0.000383,0.136,32.10053549
54.93704,0.000394,0.137,33.1947493
54.93804,0.000406,0.138,34.3884371
54.93904,0.000411,0.139,34.88580701
54.94004,0.000421,0.14,35.88054684
54.94104,0.000427,0.141,36.47739074
54.94204,0.000442,0.142,37.96950049
54.94304,0.000445,0.143,38.26792244
54.94404,0.000452,0.144,38.96424032
54.94504,0.000452,0.145,38.96424032
54.94604,0.000455,0.146,39.26266227
54.94704,0.000461,0.147,39.85950616
54.94804,0.000468,0.148,40.55582404
54.94904,0.000468,0.149,40.55582404
54.95004,0.000475,0.15,41.25214193
54.95104,0.000475,0.151,41.25214193
54.95204,0.000476,0.152,41.35161591
54.95304,0.000482,0.153,41.94845981
54.95404,0.000488,0.154,42.5453037
54.95504,0.000494,0.155,43.1421476
54.95604,0.000494,0.156,43.1421476
54.95704,0.000493,0.157,43.04267362
54.95804,0.000497,0.158,43.44056955
54.95904,0.000504,0.159,44.13688743
54.96004,0.000506,0.16,44.3358354
54.96104,0.000511,0.161,44.83320531
54.96204,0.000513,0.162,45.03215328
54.96304,0.000514,0.163,45.13162726
54.96404,0.000523,0.164,46.02689311
54.96504,0.000525,0.165,46.22584108
54.96604,0.000522,0.166,45.92741913
54.96704,0.000528,0.167,46.52426302
54.96804,0.000536,0.168,47.32005489
54.96904,0.000551,0.169,48.81216463
54.97004,0.000552,0.17,48.91163862
54.97104,0.000553,0.171,49.0111126
54.97204,0.000554,0.172,49.11058658
54.97304,0.00056,0.173,49.70743048
54.97404,0.000563,0.174,50.00585243
54.97504,0.000562,0.175,49.90637845
54.97604,0.000569,0.176,50.60269633
54.97704,0.00057,0.177,50.70217031
54.97804,0.000575,0.178,51.19954023
54.97904,0.000576,0.179,51.29901421
54.98004,0.000583,0.18,51.99533209
54.98104,0.000588,0.181,52.492702
54.98204,0.000591,0.182,52.79112395
54.98304,0.000598,0.183,53.48744183
54.98404,0.000599,0.184,53.58691582
54.98504,0.000604,0.185,54.08428573
54.98604,0.000604,0.186,54.08428573
54.98704,0.000607,0.187,54.38270768
54.98804,0.000615,0.188,55.17849955
54.98904,0.000609,0.189,54.58165565
54.99004,0.000617,0.19,55.37744751
54.99104,0.000615,0.191,55.17849955
54.99204,0.000611,0.192,54.78060361
54.99304,0.000594,0.193,53.0895459
54.99404,0.000563,0.194,50.00585243
54.99504,0.000553,0.195,49.0111126
54.99604,0.000563,0.196,50.00585243
54.99704,0.000566,0.197,50.30427438
54.99804,0.000577,0.198,51.39848819
54.99904,0.000658,0.199,59.45588081
55.00004,0.000775,0.2,71.09433683
55.00104,0.000741,0.201,67.7122214
55.00204,0.000635,0.202,57.16797921
